Lebanon,RAS,2020-04-07T00:00:00.000+02:00,125.38461538461539,7,0,2
Lithuania,RAS,2020-04-07T00:00:00.000+02:00,125.38461538461539,37,0,0
Luxembourg,RAS,2020-04-07T00:00:00.000+02:00,125.38461538461539,127,3,0
Malaysia,RAS,2020-03-13T00:00:00.000+01:00,100.0,48,0,0
Mauritius,RAS,2020-02-27T00:00:00.000+01:00,80.76923076923077,0,0,0
Morocco,RAS,2020-02-16T00:00:00.000+01:00,72.3076923076923,0,0,0
Morocco,RAS,2020-03-20T00:00:00.000+01:00,105.38461538461539,14,1,0
Nepal,RAS,2020-03-09T00:00:00.000+01:00,96.92307692307692,0,0,0
Netherlands,Aruba,2020-03-19T00:00:00.000+01:00,104.61538461538461,0,0,0
Netherlands,"Bonaire, Sint Eustatius and Saba",2020-03-10T00:00:00.000+01:00,97.6923076923077,0,0,0
Netherlands,Curacao,2020-03-18T00:00:00.000+01:00,103.84615384615384,0,0,0
Nigeria,RAS,2020-04-03T00:00:00.000+02:00,122.3076923076923,26,2,5
Poland,RAS,2020-01-24T00:00:00.000+01:00,48.46153846153846,0,0,0
Republic of Kosovo,RAS,2020-02-19T00:00:00.000+01:00,74.61538461538461,0,0,0
Republic of Kosovo,RAS,2020-03-19T00:00:00.000+01:00,104.61538461538461,0,0,0
Republic of Kosovo,RAS,2020-03-25T00:00:00.000+01:00,109.23076923076923,0,0,0
Republic of Kosovo,RAS,2020-03-31T00:00:00.000+02:00,113.84615384615384,18,0,5
Russian Federation,RAS,2020-01-28T00:00:00.000+01:00,51.53846153846153,0,0,0
Saint Kitts and Nevis,RAS,2020-02-17T00:00:00.000+01:00,73.07692307692308,0,0,0
San Marino,RAS,2020-04-13T00:00:00.000+02:00,130.0,0,0,0
Saudi Arabia,RAS,2020-03-23T00:00:00.000+01:00,107.6923076923077,51,0,0
Senegal,RAS,2020-03-18T00:00:00.000+01:00,103.84615384615384,5,0,0
Seychelles,RAS,2020-04-06T00:00:00.000+02:00,124.61538461538461,1,0,0
Sierra Leone,RAS,2020-03-29T00:00:00.000+01:00,112.3076923076923,0,0,0
