12-03-2020,,Tanzania,0,0,7,0,-6.369,34.8888,23.11,20,29.39,8.5,0.94,1,59734218,67,18,0.99,3.04,0.7,0.125,0.000179818,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
13-03-2020,,Tanzania,0,0,7,0,-6.369,34.8888,21.72,20,27.22,4.8,99.99,1,59734218,67,18,0.99,3.04,0.7,0.125,0.000179818,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
14-03-2020,,Tanzania,0,0,7,0,-6.369,34.8888,22.39,20,29,3.7,0,1,59734218,67,18,0.99,3.04,0.7,0.125,0.000179818,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
15-03-2020,,Tanzania,0,0,11,0,-6.369,34.8888,24.83,19.72,30.5,7.7,99.99,1,59734218,67,18,0.99,3.04,0.7,0.125,0.00028257,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
16-03-2020,,Tanzania,1,0,16,0,-6.369,34.8888,23.44,19,28.78,5.2,0.01,1,59734218,67,18,0.99,3.04,0.7,0.125,0.000411012,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
17-03-2020,,Tanzania,1,0,20,0,-6.369,34.8888,21.39,19,28.5,4.6,1.13,1,59734218,67,18,0.99,3.04,0.7,0.125,0.000539453,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
18-03-2020,,Tanzania,3,0,21,0,-6.369,34.8888,21.61,18.72,28.5,2.9,2.86,1,59734218,67,18,0.99,3.04,0.7,0.125,0.000565141,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
19-03-2020,,Tanzania,6,0,19,0,-6.369,34.8888,22.06,20,26.22,3.4,0,0,59734218,67,18,0.99,3.04,0.7,0.125,0.000565141,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
20-03-2020,,Tanzania,6,0,16,0,-6.369,34.8888,23.39,19,29.39,8.6,0.01,0,59734218,67,18,0.99,3.04,0.7,0.125,0.000565141,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
21-03-2020,,Tanzania,6,0,18,0,-6.369,34.8888,23.06,19.61,28.78,8.2,0,0,59734218,67,18,0.99,3.04,0.7,0.125,0.000616517,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
22-03-2020,,Tanzania,12,0,18,0,-6.369,34.8888,22.89,19,27,8.3,0,0,59734218,67,18,0.99,3.04,0.7,0.125,0.000616517,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
23-03-2020,,Tanzania,12,0,28,0,-6.369,34.8888,23.28,19.78,28,7.6,0,1,59734218,67,18,0.99,3.04,0.7,0.125,0.001027529,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
24-03-2020,,Tanzania,12,0,28,0,-6.369,34.8888,22.56,18,29,8.1,0,0,59734218,67,18,0.99,3.04,0.7,0.125,0.001027529,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
25-03-2020,,Tanzania,12,0,62,0,-6.369,34.8888,23.33,18,29.22,9.3,0,0,59734218,67,18,0.99,3.04,0.7,0.125,0.001900928,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
26-03-2020,,Tanzania,13,0,72,0,-6.369,34.8888,24.72,19.78,30.22,7.3,99.99,1,59734218,67,18,0.99,3.04,0.7,0.125,0.002157811,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
27-03-2020,,Tanzania,13,0,81,0,-6.369,34.8888,21.44,19,27.28,1.6,1.67,1,59734218,67,18,0.99,3.04,0.7,0.125,0.002414693,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
28-03-2020,,Tanzania,14,0,97,0,-6.369,34.8888,22.61,19,27.5,4.1,0.79,1,59734218,67,18,0.99,3.04,0.7,0.125,0.002825704,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
29-03-2020,,Tanzania,14,0,96,0,-6.369,34.8888,22.33,19,27,5.7,0,1,59734218,67,18,0.99,3.04,0.7,0.125,0.002825704,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
30-03-2020,,Tanzania,19,0,106,0,-6.369,34.8888,22.33,19,27,5.7,0,1,59734218,67,18,0.99,3.04,0.7,0.125,0.003082587,14.24,22.47,61.6,64.6,,Not Reported,1.506,Not Reported
